phase,card_id,repo_id,field,value_excerpt,judge_score,judge_reason,attr_confidence
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,full_description,"Then you can use the model like this:
```python
from sentence_transformers impor",0,"Value is a truncated code snippet, not a 2-4 sentence description",0.900
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,keywords,"sentence-transformers, pytorch, tf, rust, onnx, openvino, bert, feature-extracti",1,Includes some relevant tags but misses others from the metadata,0.900
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,author,sentence-transformers,2,Author is directly mentioned in the metadata,1.000
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,citation,https://arxiv.org/abs/1904.06472,2,Citation is directly provided in the metadata,0.900
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,input_data,"https://huggingface.co/datasets/s2orc, https://huggingface.co/datasets/flax-sent",1,Includes some dataset URLs but is truncated,0.900
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,input_type,Text,2,Input type is clearly text as stated in the README,0.900
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,output_data,sentence embeddings,2,Output is clearly described as sentence embeddings in the README,0.950
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,foundational_model,BERT,2,BERT is mentioned in the metadata tags,0.800
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,category,natural language processing,2,NLP is the correct category for this embedding model,0.950
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,documentation,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,2,Direct link to the model page is provided,1.000
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,is_private,False,2,Private status is directly from the metadata,1.000
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,is_gated,False,0,Gated status is not mentioned in the source material,1.000
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_framework,pytorch,2,PyTorch is directly mentioned in the metadata,0.950
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_license,apache-2.0,2,Apache-2.0 license is directly mentioned in the metadata,0.900
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_model_type,llm,0,LLM is not the correct model type for this embedding model,0.800
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_version,1.0,0,Version is not provided in the source material,1.000
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_description,"Then you can use the model like this:
```python
from sentence_transformers impor",0,"Value is a code snippet, not a one-sentence description",0.900
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_owner,sentence-transformers,2,Owner is directly mentioned in the metadata,1.000
M2: Few-Shot Retrieval,1,sentence-transformers/all-MiniLM-L6-v2,ai_model_location,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,2,Direct link to the model is provided,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,name,Qwen3-VL-2B-Instruct,2,The model name is directly taken from the metadata and README.,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,version,1.0,0,The version '1.0' is not mentioned in the source material.,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,short_description,Meet Qwen3-VL — the most powerful vision-language model in the Qwen series to da,2,The short description is directly taken from the README.,0.900
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,full_description,Meet Qwen3-VL — the most powerful vision-language model in the Qwen series to da,2,"The full description is directly taken from the README, though it is cut off.",0.900
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,keywords,"transformers, qwen3_vl, image-text-to-text, conversational",2,The keywords are directly taken from the metadata.,0.900
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,author,Qwen,2,The author is directly taken from the model ID in the metadata.,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,citation,https://arxiv.org/abs/2505.09388,2,The citation is directly taken from the arXiv URL in the metadata.,0.900
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,input_type,Multimodal,2,The input type is 'Multimodal' as the model handles both images and text.,0.950
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,output_data,generated text,2,The output is 'generated text' as described in the README and metadata.,0.950
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,foundational_model,BERT,0,The foundational model 'BERT' is not mentioned in the source material.,0.800
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,category,natural language processing,1,"The model is used for natural language processing, but this is inferred rather than explicitly stated.",0.950
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,documentation,https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct,2,The documentation URL is directly taken from the README and metadata.,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,is_private,False,2,"The model is not private, as stated in the metadata.",1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,is_gated,False,0,Whether access requires approval is not mentioned in the source material.,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_framework,pytorch,1,"The model likely uses PyTorch, as it is common for HuggingFace models, but not explicitly stated.",0.950
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_license,apache-2.0,2,The license is directly taken from the metadata and README.,0.900
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_model_type,llm,1,"The model is likely an LLM, but this is inferred rather than explicitly stated.",0.950
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_version,1.0,0,The version '1.0' is not mentioned in the source material.,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_description,Meet Qwen3-VL — the most powerful vision-language model in the Qwen series to da,2,The description is directly taken from the README.,0.900
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_owner,Qwen,2,The owner is directly taken from the model ID in the metadata.,1.000
M2: Few-Shot Retrieval,2,Qwen/Qwen3-VL-2B-Instruct,ai_model_location,https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct,2,The model location is directly taken from the metadata.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,name,bert-base-uncased,2,The model name 'bert-base-uncased' is directly from the metadata and README.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,version,1.0,1,The version '1.0' is assumed and not explicitly stated in the source material.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,short_description,BERT is a transformers model pretrained on a large corpus of English data in a s,2,The short description is directly taken from the README excerpt.,0.900
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,full_description,BERT is a transformers model pretrained on a large corpus of English data in a s,2,The full description is directly taken from the README excerpt.,0.900
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,keywords,"transformers, pytorch, tf, jax, rust, coreml, onnx, bert, fill-mask, exbert, en",2,The keywords are directly taken from the metadata and README.,0.900
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,author,google-bert,2,The author 'google-bert' is directly from the metadata.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,citation,https://arxiv.org/abs/1810.04805,2,The citation URL is directly from the metadata and README.,0.900
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,input_data,"https://huggingface.co/datasets/bookcorpus, https://huggingface.co/datasets/wiki",2,The input data URLs are directly from the metadata and README.,0.900
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,input_type,Text,2,The input type 'Text' is directly supported by the model description in the README.,0.950
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,output_data,predicted token,1,The output 'predicted token' is inferred from the 'fill-mask' pipeline tag and not explicitly stated.,0.950
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,foundational_model,BERT,2,The foundational model 'BERT' is directly from the README and metadata.,0.950
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,category,natural language processing,2,The category 'natural language processing' is directly supported by the model description in the README.,0.950
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,documentation,https://huggingface.co/google-bert/bert-base-uncased,2,The documentation URL is directly from the metadata.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,is_private,False,2,The 'is_private' value 'False' is directly from the metadata.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,is_gated,False,1,The 'is_gated' value 'False' is assumed and not explicitly stated in the source material.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,ai_model_framework,pytorch,2,The framework 'pytorch' is directly from the metadata.,0.950
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,ai_model_license,apache-2.0,2,The license 'apache-2.0' is directly from the metadata and README.,0.900
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,ai_model_model_type,dnn,1,The model type 'dnn' is inferred from the model description and not explicitly stated.,0.950
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,ai_model_version,1.0,1,The version '1.0' is assumed and not explicitly stated in the source material.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,ai_model_description,BERT is a transformers model pretrained on a large corpus of English data in a s,2,The AI model description is directly taken from the README excerpt.,0.900
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,ai_model_owner,google-bert,2,The owner 'google-bert' is directly from the metadata.,1.000
M2: Few-Shot Retrieval,3,google-bert/bert-base-uncased,ai_model_location,https://huggingface.co/google-bert/bert-base-uncased,2,The model location URL is directly from the metadata.,1.000
M2: Few-Shot Retrieval,4,google/electra-base-discriminator,name,electra-base-discriminator,2,The model name 'electra-base-discriminator' is directly taken from the HuggingFace metadata.,1.000
M2: Few-Shot Retrieval,4,google/electra-base-discriminator,version,1.0,1,The version '1.0' is assumed but not explicitly stated in the source material.,1.000
M2: Few-Shot Retrieval,4,google/electra-base-discriminator,short_description,**ELECTRA** is a new method for self-supervised language representation learning,2,The short description is directly taken from the README excerpt.,0.900
M2: Few-Shot Retrieval,4,google/electra-base-discriminator,full_description,**ELECTRA** is a new method for self-supervised language representation learning,2,The full description is directly taken from the README excerpt.,0.900
M2: Few-Shot Retrieval,4,google/electra-base-discriminator,keywords,"transformers, pytorch, tf, jax, rust, electra, pretraining, en",2,The keywords are directly taken from the HuggingFace metadata tags.,0.900
